1	1	Věra	Procházková	Strana zdravého rozumu	Rozumní	
1	2	Josef	Pavel	Občanská demokratická strana	ODS	#1C76F0
1	3	Jaroslav	Žák	Doktoři (za uzdravení společnosti)	Doktoři	
1	4	Jiří	Kotek	ALTERNATIVA	ALTER	
1	5	Ivan	Poustka	Victoria.cz	Victoria	
1	6	Jan	Horník	STAROSTOVÉ A NEZÁVISLÍ	STAN	
1	7	František	Weiss	Věci veřejné	VV	#66E2D8
1	8	Jaroslav	Borka	Komunistická strana Čech a Moravy	KSČM	#F40000
1	9	Jaroslav	Rovný	Česká strana národně sociální	ČSNS	
1	10	Jiří	Vyvadil	Česká strana sociálně demokratická	ČSSD	#FEA201
4	1	Sáša	Štembera	TOP 09	TOP 09	#B560F3
4	2	Vlastimil	Balín	"Občané městu, město občanům"	OMMO	
4	3	Tomáš	Vandas	Dělnická strana sociální spravedlnosti	DSSS	#B55E01
4	4	Alena	Dernerová	Severočeši.cz	S.cz	
4	5	Vlastimil	Doležal	Věci veřejné	VV	#66E2D8
4	6	Václav	Hofmann	Občanská demokratická strana	ODS	#1C76F0
4	7	Zdeněk	Brabec	Česká strana sociálně demokratická	ČSSD	#FEA201
4	8	Josef	Nétek	Komunistická strana Čech a Moravy	KSČM	#F40000
7	1	Dagmar	Terelmešová	Česká strana sociálně demokratická	ČSSD	#FEA201
7	2	Karel	Kvit	Komunistická strana Čech a Moravy	KSČM	#F40000
7	3	Oldřich	Kodeda	Koruna Česká (monarch.str.Čech, Moravy a Slezska)	KČ	
7	4	Richard	Sequens	Strana zelených	SZ	#0FB103
7	5	Jan	Kůrka	Strana Práv Občanů	SPO	
7	6	František	Pillmann	Strana zdravého rozumu	Rozumní	
7	7	Pavel	Čížek	TOP 09	TOP 09	#B560F3
7	8	Jiří	Šneberger	Občanská demokratická strana	ODS	#1C76F0
10	1	Luboš	Dvořák	Komunistická strana Čech a Moravy	KSČM	#F40000
10	2	Vladimír	Špidla	Česká strana sociálně demokratická	ČSSD	#FEA201
10	3	Tomáš	Jirsa	Občanská demokratická strana	ODS	#1C76F0
10	4	Roman	Bureš	Strana zdravého rozumu	Rozumní	
10	5	Bohumil	Bezemek	Strana Práv Občanů	SPO	
10	6	Zdeněk	Troup	TOP 09	TOP 09	#B560F3
10	7	Jan	Zasadil	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
13	1	Zdeněk	Straka	Komunistická strana Čech a Moravy	KSČM	#F40000
13	2	Pavel	Eybert	Občanská demokratická strana	ODS	#1C76F0
13	3	Jindřich	Goetz	Strana Práv Občanů	SPO	
13	4	Jaroslav	Hejl	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
13	5	Iveta	Vilímková	Strana zdravého rozumu	Rozumní	
13	6	Vilém	Mikula	Česká strana národně socialistická	ČSNS2005	
13	7	Petr	Krůček	TOP 09	TOP 09	#B560F3
13	8	Jan	Mládek	Česká strana sociálně demokratická	ČSSD	#FEA201
16	1	Tom Jack	Illés	Strana Práv Občanů	SPO	
16	2	Marcel	Winter	Strana zdravého rozumu	Rozumní	
16	3	Věra	Kovářová	TOP 09	TOP 09	#B560F3
16	4	Pavel	Kysela	Česká strana sociálně demokratická	ČSSD	#FEA201
16	5	Jiří	Oberfalzer	Občanská demokratická strana	ODS	#1C76F0
16	6	Rudolf	Peltan	Komunistická strana Čech a Moravy	KSČM	#F40000
19	1	Pavel	Hlaváč	TOP 09	TOP 09	#B560F3
19	2	Milan	Pešák	Občanská demokratická strana	ODS	#1C76F0
19	3	Ladislav	Kárský	Česká strana sociálně demokratická	ČSSD	#FEA201
19	4	Ladislav	Bátora	Strana zdravého rozumu	Rozumní	
19	5	Augustin	Bubník	SNK Evropští demokraté	SNK ED	
19	6	Josef	Zieleniec	Věci veřejné	VV	#66E2D8
19	7	Peter	Ondrejka	Česká strana národně socialistická	ČSNS2005	
19	8	Pavel	Přeučil	Česká pirátská strana	Piráti	#504E4F
19	9	Miloslav	Bednář	Strana svobodných občanů	Svobodní	
19	10	Jana	Čunátová	Komunistická strana Čech a Moravy	KSČM	#F40000
22	1	Jaromír	Štětina	TOP 09	TOP 09	#B560F3
22	2	Karel	Duchek	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
22	3	Jana	Bobošíková	Strana zdravého rozumu	Rozumní	
22	4	Miroslav	Svoboda	Česká strana sociálně demokratická	ČSSD	#FEA201
22	5	Eva	Svoboda	Strana Práv Občanů	SPO	
22	6	Bohdan	Babinec	Česká strana národně socialistická	ČSNS2005	
22	7	Jaroslav	Vocelka	Věci veřejné	VV	#66E2D8
22	8	Miroslav	Suja	Demokratická strana zelených	DSZ	
22	9	Lubomír	Ledl	Komunistická strana Čech a Moravy	KSČM	#F40000
22	10	Vladislav	Lipovský	Občanská demokratická strana	ODS	#1C76F0
22	11	Eva	Stříteská	Strana zelených	SZ	#0FB103
25	1	Petr	Bratský	Občanská demokratická strana	ODS	#1C76F0
25	2	Tomáš	Finger	Strana Práv Občanů	SPO	
25	3	Jan	Kohout	Česká strana sociálně demokratická	ČSSD	#FEA201
25	4	Bedřich	Moldan	TOP 09	TOP 09	#B560F3
25	5	Ivan	Šterzl	Česká strana národně socialistická	ČSNS2005	
25	6	Marián	Hošek	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
25	7	Helena	Briardová	Komunistická strana Čech a Moravy	KSČM	#F40000
25	8	Martin	Stránský	Věci veřejné	VV	#66E2D8
25	9	Lucie	Ramnebornová	Nezávislí kandidáti	NK	
25	10	Daniel	Solis	Demokratická strana zelených	DSZ	
28	1	Nina	Nováková	TOP 09	TOP 09	#B560F3
28	2	Libor	Holík	Věci veřejné	VV	#66E2D8
28	3	Milan	Němec	Česká strana sociálně demokratická	ČSSD	#FEA201
28	4	Jiřina	Fialová	Komunistická strana Čech a Moravy	KSČM	#F40000
28	5	Petr	Hannig	Strana zdravého rozumu	Rozumní	
28	6	Veronika	Vrecionová	Občanská demokratická strana	ODS	#1C76F0
31	1	Jaroslav	Doubrava	Severočeši.cz	S.cz	
31	2	Jan	Eichler	Strana Zdraví Sportu Prosperity	SZSP	
31	3	Liběna	Dobrovolná	TOP 09	TOP 09	#B560F3
31	4	Gustav	Krov	Česká strana sociálně demokratická	ČSSD	#FEA201
31	5	Pavel	Sušický	Občanská demokratická strana	ODS	#1C76F0
31	6	Petr	Brázda	Komunistická strana Čech a Moravy	KSČM	#F40000
31	7	Jan	Jaroš	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
34	1	Přemysl	Sobotka	Občanská demokratická strana	ODS	#1C76F0
34	2	Zuzana	Chytrá	Strana zdravého rozumu	Rozumní	
34	3	Zdeněk	Joukl	ALTERNATIVA	ALTER	
34	4	Leoš	Škoda	Strana pro otevřenou společnost	SOS	
34	5	Stanislav	Eichler	Česká strana sociálně demokratická	ČSSD	#FEA201
34	6	Milan	Erbert	Komunistická strana Čech a Moravy	KSČM	#F40000
34	7	Zdeněk	Kubr	Věci veřejné	VV	#66E2D8
34	8	Milan	Drobný	Strana Práv Občanů	SPO	
34	9	Jan	Marušiak	TOP 09	TOP 09	#B560F3
37	1	Tomáš	Czernin	TOP 09	TOP 09	#B560F3
37	2	Jiří	Liška	Občanská demokratická strana	ODS	#1C76F0
37	3	Otakar	Ruml	Komunistická strana Čech a Moravy	KSČM	#F40000
37	4	Josef	Táborský	Česká strana sociálně demokratická	ČSSD	#FEA201
37	5	Jiří	Kuhn	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
37	6	Jiří	Hvězda	Věci veřejné	VV	#66E2D8
37	7	Miroslav	Voda	Strana zdravého rozumu	Rozumní	
40	1	Jaromír	Strnad	Česká strana sociálně demokratická	ČSSD	#FEA201
40	2	Oldřich	Doležal	Nezávislí kandidáti	NK	
40	3	Olga	Zubová	Demokratická strana zelených	DSZ	
40	4	Stanislav	Veselý	Komunistická strana Čech a Moravy	KSČM	#F40000
40	5	Josef	Mrocek	Koruna Česká (monarch.str.Čech, Moravy a Slezska)	KČ	
40	6	Marie	Matyášová	Strana Práv Občanů	SPO	
40	7	Michaela	Šojdrová	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
40	8	Zdeněk	Nováček	TOP 09	TOP 09	#B560F3
40	9	Jana	Volfová	Strana zdravého rozumu	Rozumní	
40	10	Milan	Vodička	Strana svobodných občanů	Svobodní	
40	11	Ladislav	Exner	Věci veřejné	VV	#66E2D8
40	12	Lucie	Talmanová	Občanská demokratická strana	ODS	#1C76F0
43	1	Miluše	Horská	Nestraníci	Nestran.	
43	2	Marta	Lederová	Strana zdravého rozumu	Rozumní	
43	3	Václav	Snopek	Komunistická strana Čech a Moravy	KSČM	#F40000
43	4	Vladimír	Engelmajer	Česká strana regionů	ČSR	
43	5	Jiří	Komárek	Česká strana sociálně demokratická	ČSSD	#FEA201
43	6	Jiří	Málek	Věci veřejné	VV	#66E2D8
43	7	Petr	Janko	Strana Práv Občanů	SPO	
43	8	Jiří	Stříteský	Občanská demokratická strana	ODS	#1C76F0
46	1	Miloslav	Soušek	Česká strana sociálně demokratická	ČSSD	#FEA201
46	2	Jaroslav	Bajt	Komunistická strana Čech a Moravy	KSČM	#F40000
46	3	Wesselin	Toppisch	Strana zdravého rozumu	Rozumní	
46	4	Petr	Šilar	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
46	5	Jaromír	Dušek	Strana Práv Občanů	SPO	
46	6	Richard	Neugebauer	Občanská demokratická strana	ODS	#1C76F0
46	7	Ludmila	Müllerová	TOP 09	TOP 09	#B560F3
49	1	Stanislav	Navrkal	Komunistická strana Čech a Moravy	KSČM	#F40000
49	2	Petr	Rožňák	Strana Práv Občanů	SPO	
49	3	Jozef	Regec	Česká strana sociálně demokratická	ČSSD	#FEA201
49	4	Jindřich	Vomela	Strana zdravého rozumu	Rozumní	
49	5	Ivana	Holomková	TOP 09	TOP 09	#B560F3
49	6	Karel	Jarůšek	Občanská demokratická strana	ODS	#1C76F0
49	7	Pavel	Henek	Konzervativní strana	KONS	
49	8	Zdeněk	Peša	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
49	9	Miroslav	Lejsek	Folklor i Společnost	FiS	
49	10	Josef	Mikulášek	Věci veřejné	VV	#66E2D8
52	1	Pavel	Šlechtický	Komunistická strana Čech a Moravy	KSČM	#F40000
52	2	Jan	Kasal	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
52	3	Vratislav	Výborný	Česká strana sociálně demokratická	ČSSD	#FEA201
52	4	Vladislav	Nechvátal	Strana svobodných občanů	Svobodní	
52	5	Zdeňka	Drlíková	TOP 09	TOP 09	#B560F3
52	6	František	Halásek	Strana zdravého rozumu	Rozumní	
52	7	Eduard	Zeman	Strana Práv Občanů	SPO	
52	8	Miloš	Vystrčil	Občanská demokratická strana	ODS	#1C76F0
55	1	Vojtěch	Adam	Komunistická strana Čech a Moravy	KSČM	#F40000
55	2	Jan	Žaloudík	Česká strana sociálně demokratická	ČSSD	#FEA201
55	3	Ivan	Čadeni	Strana zdravého rozumu	Rozumní	
55	4	Karel	Bořecký	TOP 09	TOP 09	#B560F3
55	5	Vladimír	Paulík	Věci veřejné	VV	#66E2D8
55	6	Daniela	Magálová	Strana Práv Občanů	SPO	
55	7	Tomáš	Julínek	Občanská demokratická strana	ODS	#1C76F0
55	8	František	Svoboda	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
58	1	Václav	Božek	Česká strana sociálně demokratická	ČSSD	#FEA201
58	2	Jan	Kux	Strana zdravého rozumu	Rozumní	
58	3	Jiří	Vorlíček	TOP 09	TOP 09	#B560F3
58	4	Stanislav	Juránek	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
58	5	Ladislav	Zapletal	Strana Práv Občanů	SPO	
58	6	Jiří	Vítek	Věci veřejné	VV	#66E2D8
58	7	Miroslav	Hošek	Občanská demokratická strana	ODS	#1C76F0
58	8	Daniel	Borecký	Komunistická strana Čech a Moravy	KSČM	#F40000
61	1	Josef	Dušek	Strana Práv Občanů	SPO	
61	2	Jan	Rytíř	Strana zdravého rozumu	Rozumní	
61	3	Pavel	Nováček	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
61	4	Miroslav	Skácel	Komunistická strana Čech a Moravy	KSČM	#F40000
61	5	Martin	Tesařík	Česká strana sociálně demokratická	ČSSD	#FEA201
61	6	Jan	Hálek	Občanská demokratická strana	ODS	#1C76F0
61	7	Jiří	Klein	TOP 09	TOP 09	#B560F3
64	1	Vítězslav	Maláč	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
64	2	Vilém	Urbiš	Věci veřejné	VV	#66E2D8
64	3	Jaroslav	Palas	Česká strana sociálně demokratická	ČSSD	#FEA201
64	4	Miroslava	Hustáková	Nezávislí kandidáti	NK	
64	5	Jan	Síla	Nezávislí kandidáti	NK	
64	6	Marián	Olejník	TOP 09	TOP 09	#B560F3
64	7	Jiří	Žák	Občanská demokratická strana	ODS	#1C76F0
64	8	Pavel	Bačgoň	Komunistická strana Čech a Moravy	KSČM	#F40000
64	9	Alfréd	Roik	Strana zdravého rozumu	Rozumní	
67	1	Zdeněk	Krajčír	Strana Práv Občanů	SPO	
67	2	Antonín	Hrabánek	Strana zdravého rozumu	Rozumní	
67	3	Zdeněk	Besta	Česká strana sociálně demokratická	ČSSD	#FEA201
67	4	Karel	Kuboš	Komunistická strana Čech a Moravy	KSČM	#F40000
67	5	Drahomír	Strnadel	Naše Beskydy	NBeskydy	
67	6	Miroslav	Kobsa	TOP 09	TOP 09	#B560F3
67	7	Sylva	Kováčiková	Věci veřejné	VV	#66E2D8
67	8	Jaroslav	Šula	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
67	9	Milan	Bureš	Občanská demokratická strana	ODS	#1C76F0
70	1	Radoslav	Štědroň	Strana práce	SP	
70	2	Tomáš	Čermák	TOP 09	TOP 09	#B560F3
70	3	Justina	Kamená	Komunistická strana Čech a Moravy	KSČM	#F40000
70	4	Lukáš	Ženatý	Občanská demokratická strana	ODS	#1C76F0
70	5	Antonín	Maštalíř	Česká strana sociálně demokratická	ČSSD	#FEA201
70	6	Aleš	Dobrozemský	Věci veřejné	VV	#66E2D8
70	7	Zbyněk	Pražák	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
70	8	Zdeněk	Pavlíček	Strana zdravého rozumu	Rozumní	
70	9	Liana	Janáčková	NEZÁVISLÍ	NEZ	
73	1	Jan	Szotkowski	Strana zdravého rozumu	Rozumní	
73	2	Marian	Kuś	NEZÁVISLÍ	NEZ	
73	3	Michael	Trojka	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
73	4	Dagmar	Adamová	Občanská demokratická strana	ODS	#1C76F0
73	5	Stanislav	Czudek	Věci veřejné	VV	#66E2D8
73	6	Igor	Petrov	STAROSTOVÉ A NEZÁVISLÍ	STAN	
73	7	Petr	Gawlas	Česká strana sociálně demokratická	ČSSD	#FEA201
73	8	Miroslav	Boublík	Komunistická strana Čech a Moravy	KSČM	#F40000
73	9	Roman	Gawlas	Nezávislí kandidáti	NK	
76	1	Miloš	Malý	Česká strana sociálně demokratická	ČSSD	#FEA201
76	2	Zdeněk	Janalík	Občanská demokratická strana	ODS	#1C76F0
76	3	Jaroslav	Adamík	Komunistická strana Čech a Moravy	KSČM	#F40000
76	4	Zdeněk	Pánek	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
76	5	Ignác	Hoza	Věci veřejné	VV	#66E2D8
76	6	Lenka	Mergenthalová	TOP 09	TOP 09	#B560F3
76	7	Lubomír	Nečas	Strana Práv Občanů	SPO	
76	8	Pavel	Dohnal	Moravané	Moravané	
76	9	Zdeňka	Dokoupilová	Strana zelených	SZ	#0FB103
79	1	Alena	Venhodová	Občanská demokratická strana	ODS	#1C76F0
79	2	Rudolf	Bauer	Strana Práv Občanů	SPO	
79	3	Risto	Ljasovský	STAROSTOVÉ A NEZÁVISLÍ	STAN	
79	4	Jiří	Koliba	Křesťan.a demokrat.unie-Českosl.strana lidová	KDU-ČSL	#FEE300
79	5	Zuzana	Matušková	Strana zdravého rozumu	Rozumní	
79	6	Jiří	Brüch	Věci veřejné	VV	#66E2D8
79	7	Martina	Milerová	Komunistická strana Čech a Moravy	KSČM	#F40000
79	8	Zdeněk	Škromach	Česká strana sociálně demokratická	ČSSD	#FEA201